insult,date,comment,Not an Insult
0,20120530024801z,i dont think you will.  if the kings win the refs will get blamed for it.,Not an Insult
1,20120610072100z,keep it movin bitch ass nigga,Insult
0,20120530143005z,two friends of mine are both public school teachers and both have dui's.,Not an Insult
1,20120514051023z,i'm used to idiots like you jumping in <b>after</b> your team actually does something.   i've been here and will continue to be here after you're long gone because the niners will suck again soon.,Not an Insult
1,20120529172509z,w t f are you ranting about adolf?,Not an Insult
0,20120619042721z,"if he's calling some bitch ""his girl,"" he doesn't deserve you. save yourself for someone who sees past the superficial. you deserve a man who will treat you as his one and only, not just another girl. and be worth it! be the girlfriend a true man deserves. :) you'll win in the end.",Insult
1,20120612001920z,"no kkkonservative sunmedia and fans here are the true racist, they are here all day everyday spitting hateful venom, i just do the same in reverse. if you have a problem with me, then say something to them! unless you are a kkkonservative racist too? hmm.",Insult
0,20120529144509z,so the pools aren't open sundays? the hell are my taxes paying for?,Not an Insult
0,20120528224005z,"no more juice, and more more fielder",Not an Insult
1,20120529215954z,it's rumored you're a fkucing moron,Insult
0,20120529172244z,you don't control who replies to any comment posted here.,Not an Insult
1,20120610063055z,"aw, vicky<2, you too easy to detect... you'll never be able to mind your tongue well enough to fool anyone with another id for very long. one problem is your immense ego. you need to feel like you matter. you need to feel like your name is recognized to feel important. you are too full of yourself to remain obscure for very long. you are such an idiot!!!",Insult
0,20120612121037z,"the right wing, cone headed  tea baggers cannot adjust to the fact that president obama and the democratic party has the ups on foreign policy and keeping us safe. what a bunch of hypocrites.",Not an Insult
0,20120619002348z,"mm, hmm thweety.  whatever princess progressive.",Not an Insult
0,20120611173720z,"no more government jobs, no more subsidies, no more health benefits, no medicare, social security, etc.",Not an Insult
1,20120612002235z,another idi0t who did not rtfa.,Not an Insult
1,20120503012622z,you're a moron. i cannot believe people are complaining about freedom of choice.,Insult
0,20120610091522z,"morcar ...you are hilarious
 
the whole world was at war with the nazis and it took 6 years to defeat them but u expect a small village full of farmers and the likes to have stopped them???
 
on what planet were you born???",Not an Insult
0,20120620023238z,what the fuck?,Not an Insult
1,,i don't know your unsolicited advice - let me vent out my frustration before i cum into your mouth - you sound like freaakin faggot.,Insult
0,20120611200137z,"don't be fooled....the girl is american
van jones is an avowed communist and the other white guy following him up is an idiot....an unemployed idiot i think.",Insult
0,20120610114533z,"good idea,  use your money and go out and create a job!",Not an Insult
0,20120530024133z,and your point is?,Not an Insult
0,20120530020057z,cbf is like otis from the andy griffith show,Not an Insult
0,20120611082112z,nigga fuck u t-bone nd who eva else come to chicago and yo ass gne be on a shirt..swerve 075 hitsquad,Insult
0,20120620123321z,he goes on all the sites and spews hatred and tosses out challenges.,Not an Insult
1,20120610062627z,"so you fuck your 3 dogs, your a sick fuuk.
by bitches i was talking about women.
but the point you just tried to make makes me want to fuk you up even more.",Insult
0,20120502230035z,f*&k you mtv.,Not an Insult
1,20120619232634z,you are disgusting.  absolutely disgusting.  there is a young woman clinging to life and you feel the need to pass judgement.  judge not lest you be judged.,Not an Insult
0,20120515131351z,"why does your profile say ""corrupt media""?  and yet you post under fredddd.",Not an Insult
1,20120620174615z,"drago, you didn't buy usher's album? you are obviously racist then. you won't buy a black artist's album because you don't like black people.",Insult
0,,"please stop the money going to pakistan...also please stop travel for british citizens to this destination unless vetted and okayed by the authorities, they are free to come and go as they please back and forth....also i say ban the sending of money wire transfers back to that counrty from the u.k....you only have to walk down the high streets of east london and you will see the amount of places where you can send money to there with no i.d needed!",Not an Insult
1,20120618210120z,"you are a friggin moron. oh you didn't get the memo? sorry

you are a friggin moron!!!!",Insult
0,,"xanax was her death blow.  that stuff is totally dangerous because you build a tolerance to it so quickly and if you stop abruptly, you could d ie.  it is so insidious because you keep taking it more and more and it affects your memory to the point that you forget how much you took.  you take more because it loses it's ""high"" effects yet its memory destroying effects get worse and you get to a point that you don't even know what you are doing anymore.  mix some serious partying in and you have a recipe for disaster.  she probably was so drunk and drugged that she didn't know how much xanax she took, (you can easily forget that you took a dose if you have been high on them for days) went up to her room, took another big dose which was the kil ler dose and the rest is history. ",Not an Insult
0,20120515210605z,you're really not helping your cause.,Not an Insult
0,20120514051325z,because you are a hater,Not an Insult
0,20120527194131z,none really knows what obama is,Not an Insult
0,20120530065950z,whoever had the aldasity to compare that quitter to jordan has to be born from 2003 on up never seen a champion at work,Not an Insult
1,20120610152945z,foolish rube. we blew $4 trillion already on that stupidity.,Not an Insult
1,20120514050632z,really? than why are there over 30 states that are against gay marriage???  get your shit straight libturd!,Insult
0,20120618230214z,i admit i like that freaky shit she talks about. i fucking love it but it's hard to get pass that face though.,Insult
1,20120320170107z,you dirty fucker,Not an Insult
0,20120619231552z,betty white said the if you have balls your weak.  a vagina makes you strong because it keeps taking a beating.  she is right you know.  we should listen to our elders,Not an Insult
0,20120611210117z,"g-d, you rally are an idiot!  the article talks of deportation.  and, you're talking about lynching?  what next anna?  is your little mind going to start imagining concentration camps in the negev?  with mass gas chambers & cremetoriums?  how many sub-saharan refugees has your country welcomed?",Not an Insult
0,20120528185148z,not the hurricane though you can keep that lol,Not an Insult
0,20120529160237z,it would fuck itself so hard.,Insult
0,20120612141148z,dude.. you are arguing with a birther...,Not an Insult
0,20120502174256z,"actually the us needs to walk its own talk!  we preach to others about human rights but it's the us killing people (and its own citizens) with drones on presidential say-so!  have you been living under a rock for thepast decade?  our consitution (bill of rights) is being shredded!  the us is trying to suck uzbekistani balls for the energy game and to establish us forces in the region to ""contain""chinese influence in their own backyard!  (the usbek gov't makes china look like a bunch of liberals!)",Not an Insult
0,20120619133632z,"okay, you blew it............now he knows we know................!!!  bummer won't like you............and we all pray to bummmer.......well, if you stand on the left you do........ummmmm......watch the trolls go nuts now..........lmao",Not an Insult
0,20120528234455z,i was messing with that girl and you guys all stepped up like its your business lol get a life people...it's a forum...not real life,Not an Insult
0,20120515052950z,"as a woman"". what's it like, to be ""as a woman""? or, a french or greek woman or whatever you are. what nonsense. meanwhile the muslims rape your continent.",Not an Insult
0,20120619042543z,i love you. not even kidding. you just made my life whole again. you are a rock star.,Not an Insult
0,20120515054654z,amanda! wish you lived closer!! i'm sure your moms are way better ; ),Not an Insult
0,,"everything in your post that i am replying to has nothing to do with what is taking place.we have a president who is wiping away all state rights in an effort to control everything via the whitehouse.usa does mean the united states of america after all.
the guy is desperately attempting to even have americans suck it up and betray their core religious belief's because it won't jib with his ""centralized government"" ideology.
i suggest you get over it sir, what he is doing is not american in any way shape or form.
and i don't remember complaining about taxing, i have been complaining about the spending.your trying to put the cart before the horse, not going to fly sir.",Not an Insult
0,20120620154955z,republicans are disrespectful and really don't care about the american people....this has nothing to do with f&f.  they really just want to make the president look bad.  their are real issues out that to focus on!!!,Not an Insult
0,,"hey media matters spin this...... the democrats under dear leader harr reid havent passed a budget in 1022 days exactly . the clueless white house budget director tried (rather pathetically i might add...) to blame it on the republicans? he says its because they need a 60 vote super majority which they dont...they just need a simple majority....which the ""do nothing democrat congress"" has had for the last 1022 days. so what is the excuse? because they dont want to have to force their vulnerable members seeking re-election to have to vote on a budget that should offend hard working taxpayers. and if they dont have a budget printed out then its easier to blow that budget out of the water without taking the heat they deserve. its time the people that owned the white house , the senate and the house for the first 2 whole years of this idiots administration to own up to the mess they ""created or saved""  ",Not an Insult
0,,"okay booby, i don't let my kids watch fox cartoons or shows after 7 pm, because they sell and push sexual promiscuity no family values.

i'm merely pointing out all the ass-clowns who are being duped by this international media giant that has an agenda. there is nothing fair and balanced about fox, and they are definitely not promoting family values. 

but they are very good at packaging it so morons believe they are..

so by all means continue to be programmed and watch your fox news.",Insult
0,20120529210140z,"yeah its difficult if your chick thought you didn't give a fuck, and then all of a sudden you act like you can't live without her.

on the bright side though, now she knows you do give a fuck. which is a good thing. now though, the only play is to back off, and let her miss you.",Insult
0,,"this place will become another millenium dome.. spurs are not a big enough club for this sort of stadium... its got 'failure as a football stadium and thus becomes a concert arena to pay the bills' written all over it..  and the funny thing is.. who the hell will travel to tottenham for a concert??. there will be a big white elephant in tottenham to replace the rusty chicken.. hahahahahaha

 

",Not an Insult
0,20120611193359z,"<strong>me and mine are just back-up singers here, part of the joe.my.god. choir.....and i say: yes to everything mr. beeblmeyer stated above. and to the critic of joe jervis: i say: horsepiss!&nbsp;&nbsp; news is da&nbsp;news; and ya print the truth, that is the whole fucking point.&nbsp; well done joe.&nbsp;</strong>",Insult
0,20120609195810z,"when a decision goes against them why do all foreign players look like you've just raped their wife, stolen their dog and shit in their bed?",Not an Insult
0,20120529025100z,and your'e a baseball fan ?,Not an Insult
0,20120610002919z,don't forget we supplied arms and training to the afgans torturing their soldiers.now it has come back around.,Not an Insult
0,20120620175539z,ocapoas...you are twisting words,Not an Insult
0,20120620061548z,fuck . i love this brand gibson,Insult
0,,"city

chelsea

united

arsenal

liverpool

tottenham

newcastle

everton

fulham",Not an Insult
0,20120618214249z,"you got all this payroll standing around..."" god, what a fucking great quote.",Insult
0,20120610151606z,"but, dante, with all due respect, you are a hard core partisan.

you do not accept facts which counter your stated positions.

you falsely call government websites ""right wing blogs""

you never furnish a documented fact in support of your own positions while demanding them of others.

you refuse to even discuss any opposing positions in a civil manner, choosing instead to call your conversants, liars, stupid, etc.

in short, your posts demonstrate you to be a hard core ideologue, devoid of any ability to think critically.",Not an Insult
0,,you have to have a truly twisted and evil mind to think up something like this bill.  could it be one of alec's concoctions?,Not an Insult
0,,@butch.fries the prayer breakfast has been going on for years and presidents over the decades have gone to these events.,Not an Insult
0,,"@curly girl oh, you just made my heart skip a beat. it is sort of embarrassing to write about your mental health challenges on the internet. i appreciate you saying that. and no, you're not a weakling. i don't think any of us handles stress as well as we seem to on facebook.",Not an Insult
0,20120609210303z,he's a islamic recruit into terrorism.,Not an Insult
1,20120515180626z,"parents""  he was visiting his dad's fiance,  geeez dude you really are completely stupid",Insult
0,20120609173333z,human intelligence at its simplified extreme.,Not an Insult
1,20120618210854z,suck my dick bitches,Insult
0,,worthless scumbag.  you think he didn't threaten to hurt that baby in the middle of all that.  should never see the light of day..but of course he'll be out of jail in 3 years to rape again,Not an Insult
0,20120528223454z,another 3up 3 down for zito would be nice,Not an Insult
0,20120620050018z,"exactly!
see, you don't learn quality facts like that in school. they tell you you have to spend weeks in the hospital, well, fuck them.",Insult
0,20120611195311z,"he seemed very sour that first hour or so. like i was saying, i think he shines on the stuff that means more to him. i was still elated to see him live finally.",Not an Insult
1,20120320153658z,"aww, poor baby

i think you're just jealous because you spent your spring break at the pond in te back of the trailer park with the other idiot rednecks",Insult
1,20120320064259z,"choosing to not eat animals doesn't make you a pussy.  go choke on a corndog, bitch.",Insult
0,20120610125925z,that's a fucking pennis???¿?¿¿?¿?¿?¿?¿? bloody lol!!!,Insult
0,20120528040836z,worked six christmas days in a row for the overtime,Not an Insult
0,20120619183000z,they just need to borrow money from daddy to start a business!,Not an Insult
0,20120619210539z,he can fuck me anytime!! i'll do whatever he wants,Insult
0,20120529152623z,"unions don't cheat, management does. as well as politicians. wisconsin sees that now.",Not an Insult
0,20120515111510z,"janab haroon sahib,

imran khan ko lower middle class ka likh kar aap nay apnay ghubbaray say hawa nikal dee. bhai itna favoratism acha nahin hay, you will lose respect of your readers",Not an Insult
0,20120609202644z,"wait, let me get my boots on. it's getting deep here. you do know you are just repeating right wing pablum that has been proven false, don't you?",Not an Insult
0,,apa tindakan jakim????,Not an Insult
0,20120612034824z,"unlock your cap lock. refrain from the vulgar language, as it makes you look
ignorant. yes-these gullible, naive people go to her. they don't know any
better. we already know this. what's your point? speak rationally-or not
at all. lay off the energy drinks and the michael jackson music.",Not an Insult
1,20120620013256z,you a fucking little coward of a bitch.,Insult
0,,how about trying this .......have your kids come home before 1am say about 10pm he is 16 take responsability for your kids,Not an Insult
0,20120612051152z,"nice body, chest.  but the penis?  maybe crowded?  but when u go under....",Not an Insult
0,20120612091252z,a baby of any species that is killed for food is sad. but i think you miss the concept of what it means to be a provider species.,Not an Insult
1,20120611164700z,"oh poor you...you are judged for being black...then poor me, i have to listen to your whiny black azz",Not an Insult
0,,"well, i sure ain't for the intruder!  but some more liberal fella might want to discuss terms - like you can have my money, don't hurt me.  or, get out of my house or i'll blow you away.  personally, i don't believe in negotiating with vermin.",Not an Insult
0,,"<strong>whom the gods would destroy</strong>

 
it seems that<strong> obama, in a classic act of hubris, has created the means of his own destruction.</strong>  through his great historical contribution, his health care bill, he has struck what was surely<strong> intended to be a lethal blow against the oldest organization on earth -- an organization with something on the order of a billion members, with a cadre of hundreds of thousands of highly trained and dedicated personnel, and a history of overcoming political threats that make obama look like a kindergartner.

i'm referring, of course, to the catholic church</strong>.  now, i don't mean that the archangel gabriel will appear out of the east to scourge the administration with a blazing sword, though i would pay to see that.  what i'm saying is that <strong>obama has at last taken the step that we all knew he had in him, the ultimate act of arrogance and contempt that will bring the forces of history down upon him.</strong>

the left has always underestimated the catholic church.  ""<strong>how many divisions has the pope?"" stalin once asked molotov, mocking the church's powerlessness in the modern era.  he was not around to see john paul ii rend the bolshevik kingdom in twain at the climax of the cold war, utilizing the only forces he required: moral certainty and absolute faith in the divine mission.</strong>  most american leftists are a little different, viewing the church as an anachronism, obsessed with medieval ideas having no place in the third millennium and populated with strange figures in outmoded clothing, if not with an endless parade of child-molesters.  

<strong>what they overlook is two thousand years of history</strong>.  an organization does not survive for that length of time -- and no other organization has -- without internalizing things not completely understood by even the deepest thinkers among us.  <strong>

the church survived the fall of rome, the barbarians, the first muslim upsurge, several schisms, the renaissance princes, the 20th-century totalitarians, and its own plunges into decadence, and it will also survive modernism.</strong>  which is in fact what it confronts in obama: a man of vast though superficial sophistication and little insight who has punched all the tickets available to him in his epoch and culture and truly believes there is nothing else. <strong> and now this man, afraid of revealing his own college transcripts, thinks he can take on the church of peter, founded a millennium before the appearance of any nation now existing on this earth.</strong>


read more: http://www.americanthinker.com/2012/02/whom_the_gods_would_destroy.html#ixzz1mknby0d3",Not an Insult
0,20120528194147z,are you fucking kidding me ?!,Insult
0,20120611185905z,"we know whom obama loves.....himself, only and always.",Not an Insult
0,20120528221733z,kachina2  are you kidding or just so stupid  the wants to run the country  he can't run a household budget  oh wait lets blame it on the banks  bastards want there money back  ah you have to love the ndp,Insult
1,20120502195523z,"yeah,i bet you inbred hillbilly.",Not an Insult
0,20120612121023z,"<span><span><span><span>chiara, hai fatto tutto da sola. io ho commentato quello che ho letto sottolineando una tendenza generale.
</span></span></span></span>",Not an Insult
0,,"just need to sign on then ,no worries benefits will ensure ther stay",Not an Insult
0,20120610150240z,thought it would be lung cancer!,Not an Insult
0,20120611195432z,"updates may be slow, but atleast you have a reason to update.. not just for a facebook integration. and ios is small and doesnt have much that in it, except the apps. so its obvious updating is easy.

and i can always but custom rom with android 4.0 on my phone, so android wins again! ;]",Not an Insult
0,20120619023308z,only her palms and the bottom of her feet are white!,Not an Insult
1,20120609172329z,"woowww, you really are an idiot... you need to go to school... like really bad...",Insult
0,20120530003957z,claudell washington was a starter too.,Not an Insult
1,20120320135757z,you're a sick fuck.,Insult
0,20120527210210z,whats your point? who ever scores the most wins,Not an Insult
0,20120612015435z,@shooter   @tpbderek see just like i said - someone has to fucking score.,Insult
0,20120619065949z,holy shit. i didn't realize that.,Not an Insult
0,20120528192405z,where do those blessings come from?,Not an Insult
1,20120619040219z,stupid jerks called child rape anal sex.  it's called anal rape you sick freaks!,Insult
0,20120611201444z,"pmendez cited, as proof of his point that keynesian economics does not work, an article in wikipedia, which is prefaced by ""this article needs attention from an expert on the subject. please add a reason or a talk parameter to this template to explain the issue with the article.""

in other words, what we're seeing here is conservatives parroting other conservatives' baloney.

please, show me just one fact used by conservatives.",Not an Insult
0,20120530083140z,how are the dodgers a one man show? kemp didn't play 15 games and they still kept on winning,Not an Insult
1,20120612013605z,"dan_amd




you have realy no clue on every single idiotic comment of all your posts.
we all don't enjoy your stupid pro amd b:u:l:l:s:h:i:t ignorance.
please crawl back then in the fat ass of your gay loving buddy charlie
demerjian semiinaccurate and try to find the light inside - u stupid fag!




we realy don't need and want your post here anymore!",Insult
0,20120612033148z,"yeah, i got the same thing about 3-4 weeks ago.  just couldn't post with it anymore.  no e-mail message or anything.  even when i tried to post.  just frozen.",Not an Insult
1,20120618233852z,your dad is a pecker jerk.,Not an Insult
0,20120530051207z,he is depending on the very short term memory vote.,Not an Insult
0,,"video: breitbart vs. cenk uygar over rape at ""occupy"" camps
posted at 9:52 pm on february 14, 2012 by allahpundit

via breitbart tv. i should have guessed that eventually we'd be arguing over whether ""occupy"" has a problem with crime, notwithstanding the long, long, long, long, long list of alleged criminal activities at the encampaments. remember, things at zuccotti park got so bad that a women-only tent was set up so that there'd be strength in numbers against sexual predators. some feminist sites criticized ""occupy"" for its rape problem back during the movement's brief heyday; even huffpo reported on ""multiple incidents of assault, drug dealing and drug use, rape and attempted rape, according to conversations with numerous protesters."" (per breitbart in the clip, that detail apparently didn't make it into their book.) and of course, we only know about some of what went on. at least one ""occupy"" camp reminded victims that ""we do not encourage the involvement of the police in our community"" and a new york city cop told big journalism's joel pollak that ""there are many incidents of sexual touching and groping that goes unreported to us, mainly because the alleged victim is either too stoned or high to properly id them or they 'dont want to get the guy in trouble.'"" (some national media outlets reported on the attacks too.) this is why, of course, breitbart was yelling at the occupiers outside cpac to ""stop raping people,"" but now that the movement is gearing up for a big spring comeback, i guess it's time for the left's whitewash to being in earnest. it's a nice bookend to their demagoguery over the tucson shooting: in that case, tea partiers were blamed for a crime that no tea partier committed whereas here no occupiers are blamed for a crime that quite a few occupiers allegedly committed. fourteen minutes, but well worth it.

video

http://hotair.com/archives/2012/02/14/video-breitbart-vs-cenk-uygar-over-rape-at-occupy-camps/",Not an Insult
1,,"lol..when i'm with my homies ...i invite 3 bitchs in my room ...your sister for my right nut...your girl for my left nut... you moma for my dick... 
it's a party... 👙 it's a party...🍻 i coming... bitchs..✌🔫 say uh",Insult
1,,got a problem with haitian people dumb fuck... he's not even haitian ignorant ass nigga,Insult
0,20120530031021z,well i always just called it pitching.,Not an Insult
0,20120620044933z,"lol watching so much baseball before bed has been giving me weird dreams. last night i dreamed i got called to play left field for the rangers. haha considering i'm right handed, 5'4 and ... a girl. i don't think that would work out well but it was awesome.",Not an Insult
0,20120618233105z,"i would totally agree. fuck motion gaming, achievements are where it's at.",Insult
0,20120528151659z,so are you better off now than you were before bho was elected?,Not an Insult
0,20120610005241z,don't threaten me steve......never ever threaten me............,Not an Insult
0,20120612013440z,"i think this was man on girl, so i don't understand your comment.",Not an Insult
0,20120618215617z,i do not believe so.  just like the scotus cannot declare war.,Not an Insult
0,20120529200056z,no kidding ... how did you learn to type,Not an Insult
1,,go change your tampon maggot!,Not an Insult
1,20120611073525z,"a guy born with a silver spoon in his asshole, david mccullough, jr. delivered this speech."" are you a fucking dumb ass? please tell me what your problem is with this. i'm guessing your mother must have fucking let you suckle her tit until you graduated high school, then you got pissed off at her when she pushed you off her tit and called her ""the worst mother ever."" oh boo fucking hoo, that mean man said ""you're not special"". i watched this thinking this guy is gonna be some jack ass and in reality, he gave a great speech and spoke some beautiful truth. you honestly must be the type of person who tries to make the occupy movement look bad...are you a fucking agent provocateur? i wanna call you a stupid fucking hippie, but that would be an insult to them.",Insult
1,20120620013324z,come back when you are out of puberty.,Not an Insult
0,20120528192229z,"@beer  doomsday peppers are like zombies, it only takes one and you're fucked.",Not an Insult
1,20120320200841z,"we're talking about murder here, racist a s s hole.",Insult
1,20120619100502z,your a troll bitch,Insult
0,20120610113045z,no another idiot ezra,Insult
0,20120502163410z,like if you were unable to read this comment because other comments loaded so fast.,Not an Insult
0,,"@blessedassurance if you have the opportunity to look into planned parenthood's statistics you'll see that the work they do with abortion services is a very small percentage of the services they provide to low income citizens. for many people, especially in today's difficult economy, this is the only health care they are able to afford. i hope you'll consider the lives of those people while you're debating this tough issue.",Not an Insult
0,20120619215536z,syd barret was mentally ill. he was bipolar with a mix of autism and schizophrenia. thats nothing fun my friend. he died at 60 years old and still lived with his old mother in the county in england and he rode his bicycle alot before he died. he was a friend of mine since 1968. i was in a band called hawk wind back then when we were musicians and friends.,Not an Insult
0,,"sadly we cant really affod to let him go or ally will need to bring in at least another 2 or thres stikers if he does. it was an awful game on saturday and really showed us up for how poor our finishing and strikers were. in time of desperation go back to the long hoofs up the park and all jela could do was try to head the ball on to nobody. he also was trying to many flicks.

",Not an Insult
0,20120618224337z,didn't mean to make you sentimental.,Not an Insult
1,20120609230425z,"you're just a mouthy bitch, just like your whore mother. now get back in the kitchen & make me a sandwhich now!!",Not an Insult
0,20120620121438z,is english your second language?,Not an Insult
0,,"what fox needs to do is hire some ex nav/marine/army boys and post em up in their employee's yards, let the libs come, i gaurentee the biggest ass kickin those yellow winney's ever got.... this is the problem with the united states, gone are the days when you could give an idiot a smack in the face, now you haveta knock em out and hittem so hard they have no recollection who they are or where they're from!!!!!!!!!!!!!!!!!!",Insult
0,20120527161129z,are you serious?,Not an Insult
1,20120529024955z,"them some ugly motherfuckers. proof you don't need to be beautiful to make it in hollywood, you just have to know who to blow.",Insult
1,20120611231723z,"senator bryd  democrat

saul alinsky aka libtards  socialist",Not an Insult
0,,"picking a mate is not just picking a mate. more importantly it is picking a father for your children.""

bingo! that is the mentality that i have, that i've grown up with. that's how i've almost always seen it. not just  selectively choosing a mate for me, but also for my future (possible) children. @joyce345",Not an Insult
1,20120612113727z,try to write in english next time dopey.,Not an Insult
0,20120530022605z,"sander, you really go through 3 screennames in one day?  you were 48 yesterday right?",Not an Insult
0,20120502185036z,oh lemonfemale you are so very wise.,Not an Insult
0,20120529042032z,"that wa flat out awful, arod can't catch up to the fastball anymore.",Not an Insult
1,20120529230233z,have you been living under a rock kaden?,Not an Insult
1,20120320150619z,"you poor, hopeless moron...you still fall for this shit?
must suck to be you.",Not an Insult
0,20120612002843z,"riddell is just parroting the brown's own propaganda about being a politician of ""substance"" over ""style"" (when he actually has neither)...

do we remember brown's ""moral compass"" (shame about all the overweening ambition and bullying though)?  and that the ""clunking fist"" of ""mr prudent"" the ""iron chancellor"" had effectively ""ended boom and bust"" for us all (or had it?)?

the telegraph is disgracing itself by publishing this abysmal journalist with her badly thought-through and uninteresting nonsense.",Not an Insult
0,20120530054130z,"hey, rob-me likes dogs, he might like that thing on trumps head.",Not an Insult
0,20120610023409z,"if i remember, his election was a very hotly contended one in the union and there's still a lot of soreness about it.",Not an Insult
1,20120503034941z,go away you fuc<m>kers,Not an Insult
0,20120528222431z,"una volta l'ho fatto...tornata da una settimana di vacanze avevo centinaia di nuovi post nei feed...ho cliccato su ""segna tutti come letti"" con un groppo in gola...però che liberazione :d",Not an Insult
1,,you are too_stupid to breathe!,Not an Insult
0,20120618203120z,code for you didnt pay the bill,Not an Insult
0,20120528151506z,"thunder in 4""

- thunder clown",Not an Insult
0,20120620031419z,"i can feel sorry for you both. i am a child of god , just as you are and i do not hate you, but i do feel sorry for you ,because i feel so much hate in your words. very sad .",Insult
0,20120528193434z,harden got schooled by a 34 year old bald man.,Not an Insult
0,20120609171939z,you are right!,Not an Insult
1,20120609211003z,"this nigga gay, i would have been fucked that bitch.",Insult
1,20120515201359z,"bristol....just like your mom, you are an idiot.  just another slave to right wing ideologies that do not cross paths with reality.  you are just another kid who had a kid.",Insult
0,20120610013012z,"this is fair, and the right thing to do.  do the right thing and the right thing will happen, how can those on limited incomes be expected to carry the burden of increased property taxes on a yearly basis.  hope ulster county can and will do the same thing!",Not an Insult
0,,"no such thing as a gay marriage----- it is not recognized ------and every state that has had a voted on it has voted it down-----by a landslide-----marriage is defined----""between a man and a woman-----",Insult
0,20120527192621z,canada: which province are you from? nsw myself,Not an Insult
0,20120528195923z,likely back this week. cabrera ran today and hafner got some swings and running in. cabrera will be back tomorrow or wednesday and hafner in the next couple of days.,Not an Insult
0,20120530023554z,are you related to him or something? i can't figure out why someone would defend him..,Not an Insult
0,20120530111842z,"yep, i know you are a beach baby! x",Not an Insult
0,,"i have not found one right wing fanatic in 3 kids in public schooll system in 12 years each.  not to mention the ""parents"" who man the property increase table for the ""final"" time every time. we need money for our buses or the buses wont run - then the tax is approved ""again"" and yet the buses wont run. then next voting block - uh you are not going to have a fire dept, teachers, blah blah blah so lets give them all a raise that 75% cannot afford. so we lose our homes they get a raise - perfectly fair. i really think everyone needs to suck it up - no wonder they are worried about turkey sandwiches. god my parents would have been on prison for the bologna spread that they ground up every week. but then again - we had to walk home we did not have a ""car pool"" taking us from step to step. my dad made milk from 1 gal add enough powdered milk to make 3 gals. add to corn flakes = child abuse.",Not an Insult
0,20120609190310z,america... are you enjoying your corporate/government?  you voted for it - don't complain when you get more of it with republicans.,Not an Insult
1,20120620080626z,"commenter, why are you still trolling here? you are the loser!",Not an Insult
0,20120527160701z,you are absolutely right.,Not an Insult
0,20120619195001z,"inhofe, there's nothing the epa can do to miners what the mining company haven't already done and done far worse. they are the ones literally killing the miners for the sake of profit. they are the ones you should be investigating and not protecting.",Not an Insult
0,20120612030131z,they are weak.  they have tons of ammunition and use none of it.,Not an Insult
0,20120620054043z,"fuck this shit and fuck the palins. 

this is the kind of banal bullshit which should have no place on television, much the same way local famewhore lara bingle should not be on australian tv.",Insult
0,20120619172942z,"you are right, but first we must find out who are the real bh, who tell the pastor that  bh are in town. how do they know? why didn't they arrest those who attended the meeting? who order the army to go?  who........, why..... how......?",Not an Insult
1,20120611073957z,"you must be a faggot to assume that i'm on them, bitch-nigga.",Insult
0,,"what a terrible woman, she has no idea how childish she sounds. not to mention, she thinks she is far better looking than she is. she looks like a very rough pre  op trannie.  why are these people never infertile? not that i'd wish that on anyone, but you have to wonder what future generations will be like if things like this are allowed to breed!",Not an Insult
0,20120528025052z,"och alla barn är lika och fungerar på precis samma sätt och alla saknar grundläggande konsekvenstänkande eh?

om barn ges rösträtt bör man rimligtvis antaga att merparten inte kommer utnyttja denna. precis som hos den vuxna befolkningen.",Not an Insult
0,20120529041419z,"for some reason i'm in the mood to keep showing everyone fanart. xd 

this fangirl cannot contain her love right now. ^_^",Not an Insult
1,20120502142507z,"stupid fucking idiots,,,what more can you say. these freaks should put signs on their foreheads saying ""this space for rent.",Insult
0,20120515231554z,lol man you are relentless.,Not an Insult
0,20120530001343z,^^i was thinking the same thing,Not an Insult
0,20120611215318z,what the fuck does this sentence mean.,Insult
0,20120528220653z,"nogicat , posey is a valid excuse , aside from his production more importantly he is the catcher , if you know your baseball catchers are the one managing your pitching staff",Not an Insult
1,20120610121317z,"i would have paid good money to watch you do that, only to watch you get your ass beat down afterwards.

instead, you made some sarcastic comment in your head and went back to drinking your fruity little drink with the umbrella in it, right?",Insult
1,20120530134500z,you are the real @ssho le and i hope people on here realize that you are a pretender,Not an Insult
0,20120618234618z,"ecolax is stupid
do you wanna be better or have cleaner balls
they are nott grippy wat so ever
that noise is just to make you not hear what they do",Insult
1,20120619222318z,some of you must think our enemies are as gullible as you are.  nothing interesting here.  move on.,Not an Insult
0,20120529155643z,"hey, dont try to make me look like the fool for thinking that way. you're here just as much as he is. lol",Insult
0,20120528190028z,lol-they will find a way to lose....,Not an Insult
1,20120620072356z,"teresa, ""heckle & jive""?? you are sooo uneducated, skanky, nasty, desperate, fake, a lier and a criminal. i never liked you before, but now i despise you. the more you open your mouth, the more you expose yourself for being a terrible mother, lousy friend, the absolute worst sister ever.you dont deserve to have your brother joe, his super family, jacqueline, caroline, or cousin kathy in your life. they are all much better than you or your dumb family!",Not an Insult
